ds,yhat,sku_id,qty_total,revenue,price,forecasted_revenue,abs_error,pct_error,weighted_error
2024-02-19,1.045511259862827,36442913739,0,0.0,0.0,0.0,1.045511259862827,,0.0
2024-02-26,1.4253386172965956,36442913739,1,,0.0,0.0,0.4253386172965956,0.4253386172965956,
2024-02-05,0.34407312157572867,38280841811,0,0.0,0.0,0.0,0.34407312157572867,,0.0
2024-02-12,0.29366293912911534,38280841811,1,0.0,0.0,0.0,0.7063370608708847,0.7063370608708847,0.0
2024-02-19,0.18832119778730189,38280841811,0,1470.0,0.0,0.0,0.18832119778730189,,276.8321607473338
2024-02-26,0.09794626687300792,38280841811,0,0.0,0.0,0.0,0.09794626687300792,,0.0
2024-02-05,-0.019409925202991722,31260538389,0,0.0,0.0,-0.0,0.019409925202991722,,0.0
2024-02-12,0.017570315559824003,31260538389,0,0.0,0.0,0.0,0.017570315559824003,,0.0
2024-02-19,0.030240719096418678,31260538389,0,0.0,0.0,0.0,0.030240719096418678,,0.0
2024-02-26,-0.002217464779300739,31260538389,0,0.0,0.0,-0.0,0.002217464779300739,,0.0
2024-02-05,0.03723118071598325,31260608522,0,0.0,0.0,0.0,0.03723118071598325,,0.0
2024-02-12,0.03590493806273452,31260608522,0,0.0,0.0,0.0,0.03590493806273452,,0.0
2024-02-19,-0.007790509111521092,31260608522,0,0.0,0.0,-0.0,0.007790509111521092,,0.0
2024-02-26,-0.021983531668335214,31260608522,0,0.0,0.0,-0.0,0.021983531668335214,,0.0
2024-02-05,-0.17714412113395714,31298226737,0,0.0,0.0,-0.0,0.17714412113395714,,0.0
2024-02-12,0.06932151479246121,31298226737,0,0.0,0.0,0.0,0.06932151479246121,,0.0
2024-02-19,0.183319209353309,31298226737,0,0.0,0.0,0.0,0.183319209353309,,0.0
2024-02-26,0.025946630383371652,31298226737,0,0.0,0.0,0.0,0.025946630383371652,,0.0
2024-02-05,-0.0045158242608053754,31299041897,0,0.0,0.0,-0.0,0.0045158242608053754,,0.0
2024-02-12,0.002946861123409125,31299041897,0,0.0,0.0,0.0,0.002946861123409125,,0.0
2024-02-19,-0.010266443338771268,31299041897,0,0.0,0.0,-0.0,0.010266443338771268,,0.0
2024-02-26,-0.031235039578567717,31299041897,0,0.0,0.0,-0.0,0.031235039578567717,,0.0
2024-02-05,0.39269596467687334,31305483427,0,0.0,0.0,0.0,0.39269596467687334,,0.0
2024-02-12,0.7329038655048974,31305483427,2,0.0,0.0,0.0,1.2670961344951026,0.6335480672475513,0.0
2024-02-19,0.7244204517541454,31305483427,1,0.0,0.0,0.0,0.2755795482458546,0.2755795482458546,0.0
2024-02-26,0.3788216515596898,31305483427,0,,0.0,0.0,0.3788216515596898,,
2024-02-05,0.5848220642714093,31306190523,1,,0.0,0.0,0.41517793572859074,0.41517793572859074,
2024-02-12,0.5297580406315906,31306190523,1,0.0,0.0,0.0,0.4702419593684094,0.4702419593684094,0.0
2024-02-19,0.3569266489344345,31306190523,0,,0.0,0.0,0.3569266489344345,,
2024-02-26,0.17073269259702736,31306190523,0,0.0,0.0,0.0,0.17073269259702736,,0.0
2024-02-05,0.30048631115411,31315209729,0,0.0,0.0,0.0,0.30048631115411,,0.0
2024-02-12,0.9694759949886359,31315209729,0,0.0,0.0,0.0,0.9694759949886359,,0.0
2024-02-19,1.382657606827698,31315209729,0,0.0,0.0,0.0,1.382657606827698,,0.0
2024-02-26,1.1456128143453075,31315209729,0,0.0,0.0,0.0,1.1456128143453075,,0.0
2024-02-05,0.04029761951728892,31376582820,0,0.0,0.0,0.0,0.04029761951728892,,0.0
2024-02-12,-0.028096102099922967,31376582820,0,0.0,0.0,-0.0,0.028096102099922967,,0.0
2024-02-19,-0.04584804203254281,31376582820,0,0.0,0.0,-0.0,0.04584804203254281,,0.0
2024-02-26,-0.014382835378864665,31376582820,0,0.0,0.0,-0.0,0.014382835378864665,,0.0
2024-02-05,0.09673264952046201,31376614032,0,0.0,0.0,0.0,0.09673264952046201,,0.0
2024-02-12,0.04143228165100752,31376614032,0,0.0,0.0,0.0,0.04143228165100752,,0.0
2024-02-19,-0.09098123932537758,31376614032,0,0.0,0.0,-0.0,0.09098123932537758,,0.0
2024-02-26,-0.10745250093553274,31376614032,0,0.0,0.0,-0.0,0.10745250093553274,,0.0
2024-02-05,-0.1236276553470197,31603725134,0,0.0,0.0,-0.0,0.1236276553470197,,0.0
2024-02-12,0.37405526561027735,31603725134,0,0.0,0.0,0.0,0.37405526561027735,,0.0
2024-02-19,0.7411001985605623,31603725134,3,0.0,0.0,0.0,2.258899801439438,0.7529666004798127,0.0
2024-02-26,0.4402644161547744,31603725134,0,,0.0,0.0,0.4402644161547744,,
2024-02-05,0.5775676968880711,31698186711,1,1716.0,1716.0,991.10616785993,0.4224323031119289,0.4224323031119289,724.89383214007
2024-02-12,0.6149452829714155,31698186711,1,0.0,0.0,0.0,0.3850547170285845,0.3850547170285845,0.0
2024-02-19,0.35444514942849087,31698186711,1,0.0,0.0,0.0,0.6455548505715092,0.6455548505715092,0.0
2024-02-26,0.06000351522148655,31698186711,0,1716.0,0.0,0.0,0.06000351522148655,,102.96603212007092
2024-02-05,0.03331707825357477,3691275758,0,0.0,0.0,0.0,0.03331707825357477,,0.0
2024-02-12,0.008569385039624289,3691275758,0,0.0,0.0,0.0,0.008569385039624289,,0.0
2024-02-19,0.015410881672589576,3691275758,0,0.0,0.0,0.0,0.015410881672589576,,0.0
2024-02-26,0.08401182221176387,3691275758,0,0.0,0.0,0.0,0.08401182221176387,,0.0
2024-02-05,0.031839035442551594,36918045023,0,0.0,0.0,0.0,0.031839035442551594,,0.0
2024-02-12,0.2076220149847024,36918045023,0,0.0,0.0,0.0,0.2076220149847024,,0.0
2024-02-19,0.369241478616495,36918045023,1,0.0,0.0,0.0,0.630758521383505,0.630758521383505,0.0
2024-02-26,0.3810694412920996,36918045023,1,,0.0,0.0,0.6189305587079004,0.6189305587079004,
2024-02-05,-0.11037149508365496,36923304973,0,0.0,0.0,-0.0,0.11037149508365496,,0.0
2024-02-12,-0.04233292419905553,36923304973,0,0.0,0.0,-0.0,0.04233292419905553,,0.0
2024-02-19,0.18108100995948365,36923304973,0,0.0,0.0,0.0,0.18108100995948365,,0.0
2024-02-26,0.39284794990233257,36923304973,1,0.0,0.0,0.0,0.6071520500976675,0.6071520500976675,0.0
2024-02-05,-0.013450399360872872,3692477582,0,0.0,0.0,-0.0,0.013450399360872872,,0.0
2024-02-12,0.02564926181872832,3692477582,0,0.0,0.0,0.0,0.02564926181872832,,0.0
